gene	chr	start	end	GeneNameConv	Remove	RemovePseu	RemoveLowmapp	RemoveCrossmapp	RemoveAuto
LOH12CR1	chr12	 12510013	 12619840	ENSG00000165714.6	FALSE	FALSE	FALSE	FALSE	FALSE
DUSP16	chr12	 12628829	 12715317	ENSG00000111266.4	TRUE	FALSE	FALSE	TRUE	FALSE
CREBL2	chr12	 12764761	 12798042	ENSG00000111269.2	FALSE	FALSE	FALSE	FALSE	FALSE
GPR19	chr12	 12813825	 12849141	ENSG00000183150.3	FALSE	FALSE	FALSE	FALSE	FALSE
CDKN1B	chr12	 12867992	 12875305	ENSG00000111276.6	FALSE	FALSE	FALSE	FALSE	FALSE
APOLD1	chr12	 12878851	 12982909	ENSG00000178878.8	TRUE	FALSE	FALSE	TRUE	FALSE
DDX47	chr12	 12966250	 12982915	ENSG00000213782.3	TRUE	FALSE	FALSE	TRUE	FALSE
HEBP1	chr12	 13127798	 13153207	ENSG00000013583.4	TRUE	FALSE	FALSE	TRUE	FALSE
HTR7P1	chr12	 13152812	 13155768	ENSG00000183935.3	TRUE	TRUE	FALSE	TRUE	FALSE
KIAA1467	chr12	 13197218	 13295455	ENSG00000084444.9	TRUE	FALSE	FALSE	TRUE	FALSE
EMP1	chr12	 13349650	 13369708	ENSG00000134531.5	FALSE	FALSE	FALSE	FALSE	FALSE
ATF7IP	chr12	 14518610	 14651697	ENSG00000171681.8	TRUE	FALSE	FALSE	TRUE	FALSE
PLBD1	chr12	 14656595	 14721283	ENSG00000121316.6	TRUE	FALSE	FALSE	TRUE	FALSE
GUCY2C	chr12	 14765576	 14849519	ENSG00000070019.3	FALSE	FALSE	FALSE	FALSE	FALSE
HIST4H4	chr12	 14920933	 14924065	ENSG00000197837.3	TRUE	FALSE	FALSE	TRUE	FALSE
H2AFJ	chr12	 14927270	 14930936	ENSG00000246705.3	TRUE	FALSE	FALSE	TRUE	FALSE
WBP11	chr12	 14939410	 14956474	ENSG00000084463.3	TRUE	FALSE	TRUE	TRUE	FALSE
ERP27	chr12	 15066969	 15092016	ENSG00000139055.2	TRUE	FALSE	FALSE	TRUE	FALSE
ARHGDIB	chr12	 15094951	 15114662	ENSG00000111348.4	FALSE	FALSE	FALSE	FALSE	FALSE
PTPRO	chr12	 15475331	 15750333	ENSG00000151490.9	FALSE	FALSE	FALSE	FALSE	FALSE
EPS8	chr12	 15773092	 16035263	ENSG00000151491.8	TRUE	FALSE	FALSE	TRUE	FALSE
STRAP	chr12	 16035325	 16056412	ENSG00000023734.6	TRUE	FALSE	TRUE	TRUE	FALSE
DERA	chr12	 16064106	 16190220	ENSG00000023697.8	TRUE	FALSE	FALSE	TRUE	FALSE
MGST1	chr12	 16500076	 16762193	ENSG00000008394.8	TRUE	FALSE	FALSE	TRUE	FALSE
PLEKHA5	chr12	 19282648	 19529334	ENSG00000052126.10	TRUE	FALSE	TRUE	TRUE	FALSE
AEBP2	chr12	 19556979	 19873735	ENSG00000139154.10	TRUE	FALSE	FALSE	TRUE	FALSE
PYROXD1	chr12	 21590549	 21623300	ENSG00000121350.11	TRUE	FALSE	TRUE	TRUE	FALSE
RECQL	chr12	 21621845	 21654603	ENSG00000004700.11	TRUE	FALSE	TRUE	TRUE	FALSE
GOLT1B	chr12	 21654715	 21671342	ENSG00000111711.5	FALSE	FALSE	FALSE	FALSE	FALSE
LDHB	chr12	 21788276	 21910791	ENSG00000111716.8	TRUE	FALSE	FALSE	TRUE	FALSE
CMAS	chr12	 22199108	 22218608	ENSG00000111726.8	FALSE	FALSE	FALSE	FALSE	FALSE
ST8SIA1	chr12	 22216707	 22589975	ENSG00000111728.6	TRUE	FALSE	FALSE	TRUE	FALSE
C2CD5	chr12	 22601517	 22697480	ENSG00000111731.8	FALSE	FALSE	FALSE	FALSE	FALSE
ETNK1	chr12	 22778009	 22843599	ENSG00000139163.11	TRUE	FALSE	FALSE	TRUE	FALSE
BCAT1	chr12	 24964295	 25102393	ENSG00000060982.10	TRUE	FALSE	FALSE	TRUE	FALSE
LRMP	chr12	 25173936	 25261268	ENSG00000118308.10	FALSE	FALSE	FALSE	FALSE	FALSE
CASC1	chr12	 25261354	 25348096	ENSG00000118307.14	TRUE	FALSE	FALSE	TRUE	FALSE
LYRM5	chr12	 25348150	 25362579	ENSG00000205707.6	TRUE	FALSE	FALSE	TRUE	FALSE
KRAS	chr12	 25357723	 25403870	ENSG00000133703.7	TRUE	FALSE	TRUE	TRUE	FALSE
BHLHE41	chr12	 26272959	 26278060	ENSG00000123095.5	TRUE	FALSE	FALSE	TRUE	FALSE
SSPN	chr12	 26274924	 26452223	ENSG00000123096.7	TRUE	FALSE	FALSE	TRUE	FALSE
ITPR2	chr12	 26490342	 26986131	ENSG00000123104.7	TRUE	FALSE	FALSE	TRUE	FALSE
ASUN	chr12	 27058114	 27091259	ENSG00000064102.10	FALSE	FALSE	FALSE	FALSE	FALSE
FGFR1OP2	chr12	 27091316	 27119583	ENSG00000111790.9	TRUE	FALSE	FALSE	TRUE	FALSE
TM7SF3	chr12	 27126128	 27167367	ENSG00000064115.6	TRUE	FALSE	FALSE	TRUE	FALSE
MED21	chr12	 27175479	 27219276	ENSG00000152944.4	TRUE	FALSE	FALSE	TRUE	FALSE
STK38L	chr12	 27396901	 27478892	ENSG00000211455.3	TRUE	FALSE	FALSE	TRUE	FALSE
ARNTL2	chr12	 27485787	 27576241	ENSG00000029153.10	TRUE	FALSE	FALSE	TRUE	FALSE
PPFIBP1	chr12	 27676364	 27848497	ENSG00000110841.9	TRUE	FALSE	TRUE	TRUE	FALSE
MRPS35	chr12	 27863706	 27909228	ENSG00000061794.8	FALSE	FALSE	FALSE	FALSE	FALSE
KLHL42	chr12	 27932953	 27955973	ENSG00000087448.5	TRUE	FALSE	FALSE	TRUE	FALSE
CCDC91	chr12	 28286182	 28732883	ENSG00000123106.6	TRUE	FALSE	FALSE	TRUE	FALSE
FAR2	chr12	 29302036	 29493913	ENSG00000064763.6	TRUE	FALSE	FALSE	TRUE	FALSE
ERGIC2	chr12	 29490285	 29534122	ENSG00000087502.13	TRUE	FALSE	FALSE	TRUE	FALSE
TMTC1	chr12	 29653773	 29937692	ENSG00000133687.11	TRUE	FALSE	FALSE	TRUE	FALSE
IPO8	chr12	 30781922	 30848920	ENSG00000133704.5	TRUE	FALSE	FALSE	TRUE	FALSE
CAPRIN2	chr12	 30862486	 30907885	ENSG00000110888.13	TRUE	FALSE	FALSE	TRUE	FALSE
DDX11	chr12	 31226779	 31257725	ENSG00000013573.12	TRUE	FALSE	TRUE	TRUE	FALSE
FAM60A	chr12	 31433518	 31479992	ENSG00000139146.9	TRUE	FALSE	TRUE	TRUE	FALSE
DENND5B	chr12	 31535157	 31744031	ENSG00000170456.10	TRUE	FALSE	FALSE	TRUE	FALSE
METTL20	chr12	 31800094	 31826048	ENSG00000139160.9	TRUE	FALSE	FALSE	TRUE	FALSE
AMN1	chr12	 31824071	 31882108	ENSG00000151743.6	TRUE	FALSE	FALSE	TRUE	FALSE
H3F3C	chr12	 31944123	 31945175	ENSG00000188375.3	TRUE	FALSE	TRUE	TRUE	FALSE
KIAA1551	chr12	 32112304	 32146039	ENSG00000174718.7	FALSE	FALSE	FALSE	FALSE	FALSE
BICD1	chr12	 32259769	 32536567	ENSG00000151746.9	FALSE	FALSE	FALSE	FALSE	FALSE
FGD4	chr12	 32552463	 32798984	ENSG00000139132.10	TRUE	FALSE	FALSE	TRUE	FALSE
DNM1L	chr12	 32832134	 32898486	ENSG00000087470.13	TRUE	FALSE	FALSE	TRUE	FALSE
YARS2	chr12	 32880424	 32908836	ENSG00000139131.8	TRUE	FALSE	FALSE	TRUE	FALSE
PKP2	chr12	 32943679	 33049774	ENSG00000057294.9	TRUE	FALSE	FALSE	TRUE	FALSE
ALG10	chr12	 34175216	 34182629	ENSG00000139133.2	TRUE	FALSE	TRUE	TRUE	FALSE
ALG10B	chr12	 38710380	 38717784	ENSG00000175548.4	TRUE	FALSE	TRUE	TRUE	FALSE
CPNE8	chr12	 39040624	 39301232	ENSG00000139117.9	TRUE	FALSE	FALSE	TRUE	FALSE
KIF21A	chr12	 39687030	 39837192	ENSG00000139116.13	TRUE	FALSE	FALSE	TRUE	FALSE
ABCD2	chr12	 39943835	 40013553	ENSG00000173208.3	FALSE	FALSE	FALSE	FALSE	FALSE
SLC2A13	chr12	 40148823	 40499891	ENSG00000151229.8	TRUE	FALSE	FALSE	TRUE	FALSE
LRRK2	chr12	 40590546	 40763087	ENSG00000188906.9	FALSE	FALSE	FALSE	FALSE	FALSE
GXYLT1	chr12	 42475647	 42538681	ENSG00000151233.6	TRUE	FALSE	FALSE	TRUE	FALSE
YAF2	chr12	 42550906	 42632151	ENSG00000015153.10	TRUE	FALSE	FALSE	TRUE	FALSE
ZCRB1	chr12	 42705880	 42719920	ENSG00000139168.3	TRUE	FALSE	FALSE	TRUE	FALSE
PPHLN1	chr12	 42632249	 42853517	ENSG00000134283.13	TRUE	FALSE	FALSE	TRUE	FALSE
PRICKLE1	chr12	 42852140	 42984157	ENSG00000139174.6	TRUE	FALSE	FALSE	TRUE	FALSE
PUS7L	chr12	 44122410	 44152620	ENSG00000129317.10	TRUE	FALSE	FALSE	TRUE	FALSE
IRAK4	chr12	 44152747	 44183346	ENSG00000198001.9	TRUE	FALSE	TRUE	TRUE	FALSE
TWF1	chr12	 44187526	 44200178	ENSG00000151239.9	TRUE	FALSE	TRUE	TRUE	FALSE
TMEM117	chr12	 44229770	 44783545	ENSG00000139173.5	FALSE	FALSE	FALSE	FALSE	FALSE
NELL2	chr12	 44902058	 45315631	ENSG00000184613.6	FALSE	FALSE	FALSE	FALSE	FALSE
PLEKHA8P1	chr12	 45566847	 45609824	ENSG00000134297.6	TRUE	TRUE	TRUE	TRUE	FALSE
ANO6	chr12	 45609770	 45834187	ENSG00000177119.11	TRUE	FALSE	FALSE	TRUE	FALSE
LINC00938	chr12	 46119510	 46121558	ENSG00000273015.1	FALSE	FALSE	FALSE	FALSE	FALSE
ARID2	chr12	 46123448	 46301823	ENSG00000189079.11	TRUE	FALSE	FALSE	TRUE	FALSE
SCAF11	chr12	 46312914	 46385903	ENSG00000139218.13	TRUE	FALSE	FALSE	TRUE	FALSE
SLC38A1	chr12	 46576846	 46663800	ENSG00000111371.11	TRUE	FALSE	FALSE	TRUE	FALSE
SLC38A2	chr12	 46751972	 46766650	ENSG00000134294.9	FALSE	FALSE	FALSE	FALSE	FALSE
AMIGO2	chr12	 47469490	 47473734	ENSG00000139211.5	FALSE	FALSE	FALSE	FALSE	FALSE
PCED1B	chr12	 47473386	 47630443	ENSG00000179715.8	FALSE	FALSE	FALSE	FALSE	FALSE
PCED1B-AS1	chr12	 47599681	 47610239	ENSG00000247774.2	TRUE	TRUE	FALSE	TRUE	FALSE
RPAP3	chr12	 48057070	 48099844	ENSG00000005175.5	TRUE	FALSE	FALSE	TRUE	FALSE
RAPGEF3	chr12	 48128455	 48164823	ENSG00000079337.11	FALSE	FALSE	FALSE	FALSE	FALSE
SLC48A1	chr12	 48147699	 48176536	ENSG00000211584.9	TRUE	FALSE	FALSE	TRUE	FALSE
HDAC7	chr12	 48176505	 48226915	ENSG00000061273.13	TRUE	FALSE	FALSE	TRUE	FALSE
VDR	chr12	 48235320	 48336831	ENSG00000111424.6	TRUE	FALSE	FALSE	TRUE	FALSE
TMEM106C	chr12	 48357352	 48362661	ENSG00000134291.7	FALSE	FALSE	FALSE	FALSE	FALSE
SENP1	chr12	 48436681	 48500091	ENSG00000079387.9	TRUE	FALSE	FALSE	TRUE	FALSE
PFKM	chr12	 48498922	 48540187	ENSG00000152556.11	TRUE	FALSE	FALSE	TRUE	FALSE
ASB8	chr12	 48541571	 48574996	ENSG00000177981.6	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF641	chr12	 48733791	 48745197	ENSG00000167528.8	FALSE	FALSE	FALSE	FALSE	FALSE
ANP32D	chr12	 48866448	 48866843	ENSG00000139223.1	FALSE	FALSE	FALSE	FALSE	FALSE
KANSL2	chr12	 49047184	 49076021	ENSG00000139620.8	TRUE	FALSE	FALSE	TRUE	FALSE
CCNT1	chr12	 49082247	 49110681	ENSG00000129315.5	FALSE	FALSE	FALSE	FALSE	FALSE
ADCY6	chr12	 49159975	 49182820	ENSG00000174233.7	TRUE	FALSE	FALSE	TRUE	FALSE
CACNB3	chr12	 49207577	 49222724	ENSG00000167535.3	TRUE	FALSE	FALSE	TRUE	FALSE
DDX23	chr12	 49223547	 49246625	ENSG00000174243.5	TRUE	FALSE	TRUE	TRUE	FALSE
CCDC65	chr12	 49297893	 49325623	ENSG00000139537.6	FALSE	FALSE	FALSE	FALSE	FALSE
FKBP11	chr12	 49315301	 49320257	ENSG00000134285.6	TRUE	FALSE	FALSE	TRUE	FALSE
ARF3	chr12	 49329506	 49351334	ENSG00000134287.5	TRUE	FALSE	FALSE	TRUE	FALSE
WNT10B	chr12	 49359123	 49365546	ENSG00000169884.9	FALSE	FALSE	FALSE	FALSE	FALSE
WNT1	chr12	 49372398	 49375459	ENSG00000125084.7	FALSE	FALSE	FALSE	FALSE	FALSE
PRKAG1	chr12	 49396057	 49412980	ENSG00000181929.7	TRUE	FALSE	FALSE	TRUE	FALSE
KMT2D	chr12	 49412758	 49453557	ENSG00000167548.10	TRUE	FALSE	FALSE	TRUE	FALSE
RHEBL1	chr12	 49458468	 49463808	ENSG00000167550.6	FALSE	FALSE	FALSE	FALSE	FALSE
LMBR1L	chr12	 49490919	 49504683	ENSG00000139636.11	TRUE	FALSE	FALSE	TRUE	FALSE
TUBA1A	chr12	 49578579	 49583107	ENSG00000167552.9	TRUE	FALSE	TRUE	TRUE	FALSE
TUBA1B	chr12	 49521565	 49525180	ENSG00000123416.11	TRUE	FALSE	TRUE	TRUE	FALSE
TUBA1C	chr12	 49582519	 49667114	ENSG00000167553.10	TRUE	FALSE	TRUE	TRUE	FALSE
TROAP	chr12	 49717019	 49725514	ENSG00000135451.8	TRUE	FALSE	FALSE	TRUE	FALSE
SPATS2	chr12	 49760367	 49921205	ENSG00000123352.13	TRUE	FALSE	TRUE	TRUE	FALSE
KCNH3	chr12	 49932940	 49952091	ENSG00000135519.6	FALSE	FALSE	FALSE	FALSE	FALSE
MCRS1	chr12	 49950327	 49961936	ENSG00000187778.9	FALSE	FALSE	FALSE	FALSE	FALSE
PRPF40B	chr12	 49962001	 50038449	ENSG00000110844.9	FALSE	FALSE	FALSE	FALSE	FALSE
FMNL3	chr12	 50031724	 50101948	ENSG00000161791.9	TRUE	FALSE	FALSE	TRUE	FALSE
TMBIM6	chr12	 50101508	 50158717	ENSG00000139644.8	TRUE	FALSE	FALSE	TRUE	FALSE
NCKAP5L	chr12	 50184929	 50222533	ENSG00000167566.12	TRUE	FALSE	FALSE	TRUE	FALSE
BCDIN3D	chr12	 50231573	 50236912	ENSG00000186666.4	FALSE	FALSE	FALSE	FALSE	FALSE
RACGAP1	chr12	 50370706	 50426919	ENSG00000161800.8	TRUE	FALSE	TRUE	TRUE	FALSE
ASIC1	chr12	 50451331	 50477394	ENSG00000110881.7	TRUE	FALSE	FALSE	TRUE	FALSE
SMARCD1	chr12	 50478755	 50494495	ENSG00000066117.10	FALSE	FALSE	FALSE	FALSE	FALSE
GPD1	chr12	 50497602	 50505102	ENSG00000167588.8	FALSE	FALSE	FALSE	FALSE	FALSE
COX14	chr12	 50505762	 50514240	ENSG00000178449.4	TRUE	FALSE	FALSE	TRUE	FALSE
CERS5	chr12	 50523575	 50561288	ENSG00000139624.8	TRUE	FALSE	FALSE	TRUE	FALSE
LIMA1	chr12	 50569571	 50677329	ENSG00000050405.9	TRUE	FALSE	FALSE	TRUE	FALSE
LARP4	chr12	 50786166	 50873787	ENSG00000161813.16	TRUE	FALSE	TRUE	TRUE	FALSE
DIP2B	chr12	 50898768	 51142450	ENSG00000066084.8	TRUE	FALSE	FALSE	TRUE	FALSE
ATF1	chr12	 51157493	 51214905	ENSG00000123268.4	TRUE	FALSE	FALSE	TRUE	FALSE
METTL7A	chr12	 51317255	 51326300	ENSG00000185432.10	TRUE	FALSE	TRUE	TRUE	FALSE
SLC11A2	chr12	 51373184	 51422349	ENSG00000110911.10	TRUE	FALSE	FALSE	TRUE	FALSE
LETMD1	chr12	 51441745	 51454207	ENSG00000050426.11	FALSE	FALSE	FALSE	FALSE	FALSE
CSRNP2	chr12	 51454990	 51477447	ENSG00000110925.2	FALSE	FALSE	FALSE	FALSE	FALSE
TFCP2	chr12	 51487446	 51566926	ENSG00000135457.5	TRUE	FALSE	FALSE	TRUE	FALSE
POU6F1	chr12	 51580719	 51611477	ENSG00000184271.11	TRUE	FALSE	FALSE	TRUE	FALSE
DAZAP2	chr12	 51632076	 51665146	ENSG00000183283.11	TRUE	FALSE	FALSE	TRUE	FALSE
SMAGP	chr12	 51638342	 51664674	ENSG00000170545.12	TRUE	FALSE	FALSE	TRUE	FALSE
BIN2	chr12	 51674822	 51718452	ENSG00000110934.6	TRUE	FALSE	TRUE	TRUE	FALSE
CELA1	chr12	 51722227	 51740463	ENSG00000139610.1	FALSE	FALSE	FALSE	FALSE	FALSE
GALNT6	chr12	 51745031	 51786651	ENSG00000139629.11	TRUE	FALSE	FALSE	TRUE	FALSE
SLC4A8	chr12	 51785101	 51902980	ENSG00000050438.12	TRUE	FALSE	FALSE	TRUE	FALSE
SCN8A	chr12	 51984050	 52206648	ENSG00000196876.9	TRUE	FALSE	FALSE	TRUE	FALSE
ACVRL1	chr12	 52300692	 52317145	ENSG00000139567.8	TRUE	FALSE	FALSE	TRUE	FALSE
ACVR1B	chr12	 52345451	 52390862	ENSG00000135503.8	TRUE	FALSE	FALSE	TRUE	FALSE
GRASP	chr12	 52400724	 52409673	ENSG00000161835.6	FALSE	FALSE	FALSE	FALSE	FALSE
NR4A1	chr12	 52416616	 52453291	ENSG00000123358.15	TRUE	FALSE	FALSE	TRUE	FALSE
C12orf44	chr12	 52463030	 52471278	ENSG00000123395.10	FALSE	FALSE	FALSE	FALSE	FALSE
KRT5	chr12	 52908359	 52914471	ENSG00000186081.7	TRUE	FALSE	FALSE	TRUE	FALSE
KRT72	chr12	 52979373	 52995322	ENSG00000170486.6	TRUE	FALSE	FALSE	TRUE	FALSE
KRT73	chr12	 53001354	 53012343	ENSG00000186049.4	TRUE	FALSE	FALSE	TRUE	FALSE
KRT1	chr12	 53068520	 53074191	ENSG00000167768.4	FALSE	FALSE	FALSE	FALSE	FALSE
KRT18	chr12	 53342655	 53346685	ENSG00000111057.6	TRUE	FALSE	TRUE	TRUE	FALSE
EIF4B	chr12	 53399942	 53435993	ENSG00000063046.13	TRUE	FALSE	TRUE	TRUE	FALSE
TENC1	chr12	 53440753	 53458156	ENSG00000111077.13	TRUE	FALSE	FALSE	TRUE	FALSE
SPRYD3	chr12	 53458388	 53473204	ENSG00000167778.4	FALSE	FALSE	FALSE	FALSE	FALSE
IGFBP6	chr12	 53491220	 53496129	ENSG00000167779.3	FALSE	FALSE	FALSE	FALSE	FALSE
SOAT2	chr12	 53497302	 53518322	ENSG00000167780.7	FALSE	FALSE	FALSE	FALSE	FALSE
CSAD	chr12	 53551447	 53575135	ENSG00000139631.14	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF740	chr12	 53574484	 53584596	ENSG00000139651.9	FALSE	FALSE	FALSE	FALSE	FALSE
ITGB7	chr12	 53585102	 53601091	ENSG00000139626.11	FALSE	FALSE	FALSE	FALSE	FALSE
RARG	chr12	 53604354	 53626764	ENSG00000172819.12	FALSE	FALSE	FALSE	FALSE	FALSE
MFSD5	chr12	 53645035	 53648189	ENSG00000182544.8	FALSE	FALSE	FALSE	FALSE	FALSE
ESPL1	chr12	 53662083	 53687427	ENSG00000135476.7	TRUE	FALSE	FALSE	TRUE	FALSE
PFDN5	chr12	 53689075	 53693234	ENSG00000123349.9	TRUE	FALSE	FALSE	TRUE	FALSE
C12orf10	chr12	 53693470	 53700961	ENSG00000139637.9	TRUE	FALSE	FALSE	TRUE	FALSE
AAAS	chr12	 53701240	 53718648	ENSG00000094914.8	FALSE	FALSE	FALSE	FALSE	FALSE
SP1	chr12	 53773960	 53810230	ENSG00000185591.5	TRUE	FALSE	FALSE	TRUE	FALSE
PRR13	chr12	 53835389	 53840429	ENSG00000205352.6	TRUE	FALSE	TRUE	TRUE	FALSE
PCBP2	chr12	 53835525	 53874946	ENSG00000197111.11	TRUE	FALSE	FALSE	TRUE	FALSE
MAP3K12	chr12	 53874274	 53893847	ENSG00000139625.8	TRUE	FALSE	FALSE	TRUE	FALSE
TARBP2	chr12	 53894705	 53900215	ENSG00000139546.6	FALSE	FALSE	FALSE	FALSE	FALSE
NPFF	chr12	 53900474	 53901422	ENSG00000139574.7	FALSE	FALSE	FALSE	FALSE	FALSE
ATF7	chr12	 53901640	 54020199	ENSG00000170653.14	TRUE	FALSE	FALSE	TRUE	FALSE
ATP5G2	chr12	 54026510	 54071192	ENSG00000135390.13	TRUE	FALSE	TRUE	TRUE	FALSE
CALCOCO1	chr12	 54104903	 54121529	ENSG00000012822.11	TRUE	FALSE	FALSE	TRUE	FALSE
HOXC4	chr12	 54410715	 54449813	ENSG00000198353.6	TRUE	FALSE	FALSE	TRUE	FALSE
SMUG1	chr12	 54558529	 54582778	ENSG00000123415.10	TRUE	FALSE	FALSE	TRUE	FALSE
CBX5	chr12	 54624724	 54673886	ENSG00000094916.9	TRUE	FALSE	TRUE	TRUE	FALSE
HNRNPA1	chr12	 54673977	 54680872	ENSG00000135486.13	TRUE	FALSE	TRUE	TRUE	FALSE
NFE2	chr12	 54685895	 54694905	ENSG00000123405.9	FALSE	FALSE	FALSE	FALSE	FALSE
COPZ1	chr12	 54694986	 54745633	ENSG00000111481.5	TRUE	FALSE	FALSE	TRUE	FALSE
GPR84	chr12	 54756229	 54758271	ENSG00000139572.3	FALSE	FALSE	FALSE	FALSE	FALSE
ZNF385A	chr12	 54762917	 54785082	ENSG00000161642.13	TRUE	FALSE	FALSE	TRUE	FALSE
ITGA5	chr12	 54789045	 54813244	ENSG00000161638.6	TRUE	FALSE	FALSE	TRUE	FALSE
GTSF1	chr12	 54849734	 54867386	ENSG00000170627.5	TRUE	FALSE	FALSE	TRUE	FALSE
NCKAP1L	chr12	 54891495	 54937726	ENSG00000123338.8	TRUE	FALSE	FALSE	TRUE	FALSE
PDE1B	chr12	 54943134	 54973023	ENSG00000123360.7	TRUE	FALSE	FALSE	TRUE	FALSE
TESPA1	chr12	 55341802	 55378530	ENSG00000135426.10	TRUE	FALSE	FALSE	TRUE	FALSE
ITGA7	chr12	 56078352	 56109827	ENSG00000135424.11	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S1	chr12	 56109820	 56113871	ENSG00000135441.3	FALSE	FALSE	FALSE	FALSE	FALSE
RDH5	chr12	 56114151	 56118489	ENSG00000135437.5	TRUE	FALSE	FALSE	TRUE	FALSE
CD63	chr12	 56119107	 56123491	ENSG00000135404.7	TRUE	FALSE	FALSE	TRUE	FALSE
GDF11	chr12	 56137064	 56150911	ENSG00000135414.5	TRUE	FALSE	FALSE	TRUE	FALSE
DNAJC14	chr12	 56214744	 56224608	ENSG00000135392.11	TRUE	FALSE	TRUE	TRUE	FALSE
ORMDL2	chr12	 56211703	 56215663	ENSG00000123353.5	TRUE	FALSE	FALSE	TRUE	FALSE
MMP19	chr12	 56229217	 56236750	ENSG00000123342.11	TRUE	FALSE	FALSE	TRUE	FALSE
WIBG	chr12	 56295197	 56326402	ENSG00000170473.12	FALSE	FALSE	FALSE	FALSE	FALSE
DGKA	chr12	 56321103	 56347811	ENSG00000065357.15	TRUE	FALSE	FALSE	TRUE	FALSE
PMEL	chr12	 56347889	 56367101	ENSG00000185664.10	FALSE	FALSE	FALSE	FALSE	FALSE
CDK2	chr12	 56360553	 56366568	ENSG00000123374.6	FALSE	FALSE	FALSE	FALSE	FALSE
RAB5B	chr12	 56367697	 56388490	ENSG00000111540.11	TRUE	FALSE	FALSE	TRUE	FALSE
SUOX	chr12	 56390964	 56400425	ENSG00000139531.8	TRUE	FALSE	TRUE	TRUE	FALSE
IKZF4	chr12	 56401443	 56432219	ENSG00000123411.10	TRUE	FALSE	FALSE	TRUE	FALSE
RPS26	chr12	 56435637	 56438116	ENSG00000197728.5	TRUE	FALSE	TRUE	TRUE	FALSE
PA2G4	chr12	 56498103	 56507691	ENSG00000170515.9	TRUE	FALSE	TRUE	TRUE	FALSE
RPL41	chr12	 56510370	 56511727	ENSG00000229117.4	TRUE	FALSE	TRUE	TRUE	FALSE
ZC3H10	chr12	 56511943	 56516278	ENSG00000135482.2	FALSE	FALSE	FALSE	FALSE	FALSE
ESYT1	chr12	 56512034	 56538455	ENSG00000139641.8	FALSE	FALSE	FALSE	FALSE	FALSE
MYL6B	chr12	 56546040	 56553431	ENSG00000196465.6	TRUE	FALSE	FALSE	TRUE	FALSE
MYL6	chr12	 56551945	 56557280	ENSG00000092841.14	TRUE	FALSE	FALSE	TRUE	FALSE
SMARCC2	chr12	 56556767	 56583351	ENSG00000139613.7	TRUE	FALSE	FALSE	TRUE	FALSE
RNF41	chr12	 56598285	 56615717	ENSG00000181852.13	FALSE	FALSE	FALSE	FALSE	FALSE
NABP2	chr12	 56615799	 56623638	ENSG00000139579.8	TRUE	FALSE	TRUE	TRUE	FALSE
ANKRD52	chr12	 56631591	 56652175	ENSG00000139645.9	FALSE	FALSE	FALSE	FALSE	FALSE
COQ10A	chr12	 56660642	 56664750	ENSG00000135469.9	TRUE	FALSE	FALSE	TRUE	FALSE
CS	chr12	 56665483	 56694176	ENSG00000062485.14	TRUE	FALSE	TRUE	TRUE	FALSE
CNPY2	chr12	 56703626	 56710120	ENSG00000257727.1	TRUE	FALSE	FALSE	TRUE	FALSE
PAN2	chr12	 56710007	 56727837	ENSG00000135473.10	TRUE	FALSE	FALSE	TRUE	FALSE
IL23A	chr12	 56732663	 56734193	ENSG00000110944.4	FALSE	FALSE	FALSE	FALSE	FALSE
STAT2	chr12	 56735381	 56753939	ENSG00000170581.9	TRUE	FALSE	FALSE	TRUE	FALSE
TIMELESS	chr12	 56810903	 56843187	ENSG00000111602.7	FALSE	FALSE	FALSE	FALSE	FALSE
SPRYD4	chr12	 56862301	 56864763	ENSG00000176422.10	TRUE	FALSE	FALSE	TRUE	FALSE
GLS2	chr12	 56864736	 56882198	ENSG00000135423.8	FALSE	FALSE	FALSE	FALSE	FALSE
RBMS2	chr12	 56915713	 56984745	ENSG00000076067.7	TRUE	FALSE	TRUE	TRUE	FALSE
BAZ2A	chr12	 56989380	 57030600	ENSG00000076108.7	TRUE	FALSE	FALSE	TRUE	FALSE
ATP5B	chr12	 57031959	 57039798	ENSG00000110955.4	FALSE	FALSE	FALSE	FALSE	FALSE
PTGES3	chr12	 57057127	 57082159	ENSG00000110958.11	TRUE	FALSE	TRUE	TRUE	FALSE
NACA	chr12	 57106212	 57125412	ENSG00000196531.6	TRUE	FALSE	TRUE	TRUE	FALSE
PRIM1	chr12	 57125380	 57146157	ENSG00000198056.9	TRUE	FALSE	FALSE	TRUE	FALSE
RDH16	chr12	 57345219	 57353158	ENSG00000139547.6	TRUE	FALSE	FALSE	TRUE	FALSE
ZBTB39	chr12	 57392618	 57400230	ENSG00000166860.2	FALSE	FALSE	FALSE	FALSE	FALSE
MYO1A	chr12	 57422301	 57444982	ENSG00000166866.8	FALSE	FALSE	FALSE	FALSE	FALSE
TMEM194A	chr12	 57449426	 57481846	ENSG00000166881.5	FALSE	FALSE	FALSE	FALSE	FALSE
NAB2	chr12	 57482677	 57489259	ENSG00000166886.8	FALSE	FALSE	FALSE	FALSE	FALSE
STAT6	chr12	 57489191	 57525922	ENSG00000166888.6	TRUE	FALSE	FALSE	TRUE	FALSE
